,Keyword_1,frequency,Keyword_2,degreee
422,security and privacy,1,tv boxes,3
423,resource-sharing,1,home entertainment,3
424,internet of,1,notification,3
425,user data sharing,1,android devise,3
426,personal data management,1,skin temperature,3
427,inference attacks,1,transparent antenna,3
428,elderly people,1,invisible antenna,3
429,kingdom of saudi arabia,1,wifi antenna,3
430,knowledge-based,1,dual-band antenna,3
431,3d anisotropic material,1,augmented input,3
432,conformal antenna,1,everyday technology,3
433,connected objects,1,electric vehicles,3
434,smart education,1,design optimisation,3
435,selective activity tracking,1,coil,3
436,gesture,1,telecare system,3
437,random keypad generator,1,wireless bio-sensor,3
438,vibration sensor,1,wristwatch-type device,3
439,video streaming,1,synchronization databases,3
440,object tracking,1,data exchange,3
441,curved film antenna,1,smart wearables,3
442,dual band,1,smart clothing,3
443,cellular communication,1,rehabilitation,3
444,channel,1,virtual reality image,3
445,signal transmission,1,flight attendants,3
446,human body communication,1,situation awareness,3
447,heart-rate,1,crew resource,3
448,activity of daily living,1,electroluminescence,3
449,mimo antenna,1,electroluminescent devices,3
450,dipole antenna,1,e-textiles,3
451,user-friendliness,1,printed,3
452,acceptance,1,health intervention,3
453,assembly systems,1,translational research,3
454,ultra-low power,1,rgb-d,3
455,context recognition,1,hierarchical structure,3
456,cross-platform,1,security and privacy,3
457,applications,1,resource-sharing,3
458,exchange,1,internet of,3
459,maneuverability,1,user data sharing,3
460,miniature microscope,1,personal data management,3
461,thimble,1,inference attacks,3
462,gyroscope,1,elderly people,3
463,amount of exercise,1,kingdom of saudi arabia,3
464,botnets,1,knowledge-based,3
465,mobile botnets,1,3d anisotropic material,3
466,android botnets,1,conformal antenna,3
467,static technique,1,connected objects,3
468,detection,1,smart education,3
469,theatrical performance,1,selective activity tracking,3
470,public open spaces,1,gesture,3
471,cyberpark,1,curved film antenna,3
472,mediated spaces,1,dual band,3
473,urban and landscape,1,cellular communication,3
474,cryptography,1,channel,3
475,constrained devices,1,signal transmission,3
476,internet,1,human body communication,3
477,smart fabric,1,heart-rate,3
478,posture controlled clothing,1,user-friendliness,3
479,bluetooth low energy beacon (ble),1,acceptance,3
480,ambient intelligence (ami),1,assembly systems,3
481,patient privacy,1,ultra-low power,3
482,human motion tracking,1,context recognition,3
483,pic microcontroller,1,maneuverability,3
484,tmp 75 sensor,1,miniature microscope,3
485,opt 101 transimpedance amplifier,1,thimble,3
486,fashion,1,gyroscope,3
487,outfit,1,amount of exercise,3
488,watch face,1,theatrical performance,3
489,design,1,patient privacy,3
490,user experience,1,human motion tracking,3
491,longitudinal study,1,user experience,3
492,nursing homes,1,longitudinal study,3
493,quantification theory type i,1,usability evaluation,3
494,ip multimedia system,1,eye movement tracking,3
495,inter-destination multimedia synchronization,1,multiagent systems,3
496,data security,1,hybrid architecture,3
497,point of view,1,communicating,3
498,general framework,1,theatrical performanc,3
499,mobile medical application,1,calibration,3
500,transfer function,1,projector,3
501,desired result,1,virtual reality unexpected contour,3
502,usability evaluation,1,motion sensing,3
503,eye movement tracking,1,wrist-worn devices,3
504,iot (internet of things),1,e-textile,3
505,connectivity,1,smart textiles,3
506,controller,1,smart wearable system,3
507,multiagent systems,1,emergency,3
508,hybrid architecture,1,crisis,3
509,communicating,1,mobile application,3
510,theatrical performanc,1,mgovernment,3
511,calibration,1,automated document renewal,3
512,projector,1,mobile text input,3
513,virtual reality unexpected contour,1,dynamic time,3
514,other clinical informatics applications,1,behaviour recognition,3
515,interfaces and usability,1,activity segmentation,3
516,recommenders,1,hidden markov model,3
517,collaborative filtering,1,activity type recognition,3
518,motion sensing,1,ambient assisted,3
519,wrist-worn devices,1,peripheral vision,3
520,e-textile,1,display,3
521,smart textiles,1,information,3
522,smart wearable system,1,eye-wear computing,3
523,transmisison power control (tpc) mechanisms,1,human motion detection,3
524,smart wearable systems,1,depth camera,3
525,emergency,1,lighting control,3
526,crisis,1,human motion,3
527,mobile application,1,human genomics,3
528,mgovernment,1,individual information,3
529,automated document renewal,1,personalized medicine,3
530,werable device,1,cyber-physical network,3
531,watch antenna,1,information diffusion,3
532,loop antenna,1,relationship,3
533,human-body model,1,dominating,3
534,content recommenders,1,sensor fusion,3
535,data mining,1,kalman filters,3
536,mobile text input,1,quaternions,3
537,dynamic time,1,simulation,3
538,behaviour recognition,1,tv shopping,3
539,activity segmentation,1,spatio-temporal information,3
540,hidden markov model,1,multimedia content,3
541,activity type recognition,1,industry 4.0,3
542,ambient assisted,1,cyber physical systems,3
543,peripheral vision,1,lean automation,3
544,display,1,lean production,3
545,information,1,motion sensor,3
546,eye-wear computing,1,pressure sensor,3
547,cyber-physical environment,1,activity detection,3
548,dominate set,1,drinking supplement,3
549,minimum duration links,1,egocentric video,3
550,human motion detection,1,samsung gear 2 neo smart watch,3
551,depth camera,1,lg g smart watch,3
552,lighting control,1,user study,3
553,human motion,1,disability,3
554,human genomics,1,cognitive impairment,3
555,individual information,1,cellular antenna,3
556,personalized medicine,1,body loss,3
557,cyber-physical network,1,smartwatches,3
558,information diffusion,1,ambient assisted living (aal),3
559,relationship,1,assistance,3
560,dominating,1,adaptive ui,3
561,sensor fusion,1,personalization,3
562,kalman filters,1,gesture behavior pattern,3
563,quaternions,1,small screen,3
564,simulation,1,electronic health,3
565,smart bracelet,1,wireless communication,3
566,multitasking,1,smart alert,3
567,uses and,1,take medicine,3
568,analytical hierarchy process,1,smart helmet,3
569,product recommendation,1,power scene,3
570,naive bayes,1,safety monitoring,3
571,tv shopping,1,hands-free learning,3
572,spatio-temporal information,1,mobile learning,3
573,multimedia content,1,intrusion detection,3
574,body,1,embedded linux,3
575,electronic games,1,e-paper,3
576,video history,1,pedometer,3
577,exergames,1,form design,3
578,leisure,1,handwriting recognition,3
579,texting,1,inertial sensor,3
580,game,1,tremor,3
581,inattention,1,essential tremor,3
582,laboratory experiment,1,accelerometry,3
583,industry 4.0,1,measurement and modeling,3
584,cyber physical systems,1,mobile video,3
585,lean automation,1,viewing source,3
586,lean production,1,video quality,3
587,motion sensor,1,mode of motion,3
588,pressure sensor,1,walking,3
589,activity detection,1,watch platform,3
590,drinking supplement,1,self-organizing service,3
591,accessory,1,photonic displays,3
592,modular,1,smart fashion,3
593,real time,1,embedded electronics,3
594,gsm,1,remote control,3
595,low-power,1,wellbeing,3
596,interruption overload,1,smart health systems,3
597,interruptibility,1,smart video surveillance,3
598,m2m communications,1,intelligence,3
599,m2m charging factors,1,unexpected motions,3
600,m2m charging models,1,wearable smart textiles,3
601,egocentric video,1,piezoresistive sensors,3
602,samsung gear 2 neo smart watch,1,training,3
603,lg g smart watch,1,multi-modal,3
604,eye tracking,1,nonvisual,3
605,small devices,1,autoconfiguration,3
606,small displays,1,home device,3
607,pursuits,1,internet service,3
608,user study,1,tv personalization,3
609,disability,1,sequential pattern mining,3
610,cognitive impairment,1,pressure ulcer,3
611,cellular antenna,1,deep tissue injury,3
612,body loss,1,smart textile,3
613,smartwatches,1,home appliance controlling,3
614,ambient assisted living (aal),1,screen-mirroing,3
615,assistance,1,http-streaming,3
616,iot networking environment,1,mobile surveillance service,3
617,internet of everything,1,mobile client,3
618,hybrid transmission,1,extensible markup language (xml),3
619,ontology,1,illumination model,3
620,video,1,led luminary,3
621,recommendation system,1,solid state lighting,3
622,neural network,1,wireless sensor,3
623,location tag,1,communication terminal,3
624,secret sharing,1,3i,3
625,data synchronization,1,ulearning,3
626,wireless,1,intelligent campus,3
627,product assurance framework,1,context-aware mobile application,3
628,product assurance technologies,1,media player,3
629,electronic,1,ffmpeg,3
630,mobile health monitoring,1,sdl,3
631,elderly health care system,1,tactical environment,3
632,perceived exertion,1,biometrics,3
633,borg-rpe-scale,1,identification,3
634,android wear,1,trusted computing,3
635,input,1,software security testing,3
636,wlan,1,fuzz framework,3
637,ifa,1,fault,3
638,mimo antennas,1,application initiation,3
639,adaptive ui,1,stress,3
640,personalization,1,health smart home,3
641,gesture behavior pattern,1,elderly people watching,3
642,small screen,1,telemedicine,3
643,electronic health,1,multi-sensors,3
644,wireless communication,1,coil array,2
645,smart alert,1,magnetic field,2
646,take medicine,1,device pairing,2
647,smart items,1,handshake detection,2
648,health care,1,key extraction,2
649,bpmn,1,tap-based authentication,2
650,sensors,1,rhythm-based authentication,2
651,cloud security,1,diabetes,2
652,smart helmet,1,glucose sensor,2
653,power scene,1,smart watches and bracelets,2
654,safety monitoring,1,electromyography(emg),2
655,nfc,1,gesture recognition,2
656,implant,1,human computer interaction,2
657,tag,1,instant video,2
658,mixed-signal,1,efficiency,2
659,smart metering,1,received signal strength,2
660,game theory,1,wifi signal,2
661,hands-free learning,1,digital forensic investigation,2
662,mobile learning,1,smart ce forensics,2
663,intrusion detection,1,elastic fiber,2
664,google,1,supercapacitors,2
665,touch screen,1,wearable energy storage,2
666,proprioception,1,computer supported collaborative work,2
667,embedded linux,1,groupwork,2
668,e-paper,1,secondary displays,2
669,pedometer,1,smart lighting control,2
670,classroom response system,1,oblivious mobile sensors,2
671,user attention management,1,internet-of-things,2
672,wristwatch,1,robot interaction,2
673,watchmaking,1,lighter-than-air (lta),2
674,ethical gold,1,database,2
675,brand heritage,1,video chat,2
676,complexity,1,virtual space sharing,2
677,integrated acceptance model,1,smart sport equipment feedback system,2
678,form design,1,watersports,2
679,handwriting recognition,1,ambient intelligence,2
680,inertial sensor,1,smart workplace,2
681,wearable technologies,1,smart technologies,2
682,medical applications,1,all-solid-state battery,2
683,threats and solutions,1,flexible battery,2
684,medication adherence,1,piezo-electrolyte,2
685,self-management,1,ultraviolet (uv) measurement,2
686,television audience measurement,1,portable navigation,2
687,audio matching,1,heading misalignment angle estimation,2
688,spectral coherence,1,seamless screen switching,2
689,panorama,1,n-screen services,2
690,sns,1,context awareness,2
691,live,1,adolescents,2
692,ugc,1,physical and psychosocial outcomes,2
693,augmented reality,1,organic optical data storage,2
694,hybrid contents,1,multi-wavelength led light,2
695,zone-aware service system,1,excimer laser,2
696,smart home service,1,bioelectrical signals,2
697,context-aware service,1,discrete wavelet transform,2
698,tremor,1,smart merter,2
699,essential tremor,1,monitoring system,2
700,accelerometry,1,aged person,2
701,605 myopia,1,emotion-recognition,2
702,676 refraction,1,mobile health (mhealth),2
703,677 refractive error development,1,wireless health systems,2
704,measurement and modeling,1,ecological momentary,2
705,mobile video,1,gesture input,2
706,viewing source,1,microgesture,2
707,video quality,1,human-computer interaction,2
708,mode of motion,1,trajectory,2
709,walking,1,trajectory compressing,2
710,gesture detection,1,survey,2
711,watch platform,1,sign language,2
712,self-organizing service,1,dynamic time warping,2
713,smartwatch2,1,anomaly detection,2
714,smart extension apis,1,people activity recognition,2
715,password protectio,1,smart-watch antennas,2
716,cognitive smart tv,1,multiband antennas,2
717,emotion recognition based smart tv,1,ifa antenna,2
718,usability in,1,behavior intervention,2
719,human dynamics,1,eating activity detection,2
720,human behaviours,1,lifestyle,2
721,semantic sns,1,smart glass,2
722,sns smart tv,1,first-person view (fpv),2
723,ssns,1,synchronized fpv video,2
724,arousal,1,ambient-assisted living (aal),2
725,skin conductance,1,indoor positioning,2
726,heart rate variability,1,heart rate (hr),2
727,smart city,1,photoplethysmography (ppg),2
728,power quality,1,motion artifacts (ma),2
729,photonic displays,1,respiratory rate,2
730,smart fashion,1,adaptive iir notch filter,2
731,embedded electronics,1,copd - management,2
732,skin deformation,1,exercise,2
733,wearable display,1,atrial fibrillation detection,2
734,photo reflectivity,1,random keypad generator,2
735,tv program recommendation,1,vibration sensor,2
736,bayesian network,1,video streaming,2
737,analytic hierarchy process,1,object tracking,2
738,malware,1,mimo antenna,2
739,grayware,1,dipole antenna,2
740,radio frequency identification (rfid),1,smart fabric,2
741,learning supply chain (lsc),1,posture controlled clothing,2
742,remote control,1,bluetooth low energy beacon (ble),2
743,wellbeing,1,ambient intelligence (ami),2
744,smart health systems,1,pic microcontroller,2
745,vibration,1,tmp 75 sensor,2
746,visually impaired people,1,opt 101 transimpedance amplifier,2
747,healthcare,1,nursing homes,2
748,system healthcare,1,quantification theory type i,2
749,data collecting,1,mobile medical application,2
750,smart video surveillance,1,transfer function,2
751,intelligence,1,desired result,2
752,unexpected motions,1,cyber-physical environment,2
753,second screen,1,dominate set,2
754,robot,1,minimum duration links,2
755,wearable smart textiles,1,analytical hierarchy process,2
756,piezoresistive sensors,1,product recommendation,2
757,training,1,naive bayes,2
758,multi-modal,1,interruption overload,2
759,nonvisual,1,interruptibility,2
760,cloud-based,1,m2m communications,2
761,three screen tv,1,m2m charging factors,2
762,autoconfiguration,1,m2m charging models,2
763,home device,1,iot networking environment,2
764,internet service,1,internet of everything,2
765,tv personalization,1,hybrid transmission,2
766,sequential pattern mining,1,location tag,2
767,pressure ulcer,1,secret sharing,2
768,deep tissue injury,1,product assurance framework,2
769,smart textile,1,product assurance technologies,2
770,home appliance controlling,1,electronic,2
771,screen-mirroing,1,mobile health monitoring,2
772,device,1,elderly health care system,2
773,management,1,touch screen,2
774,smart lighting,1,proprioception,2
775,led,1,classroom response system,2
776,energy saving,1,user attention management,2
777,lighting,1,integrated acceptance model,2
778,http-streaming,1,wearable technologies,2
779,mobile surveillance service,1,medical applications,2
780,mobile client,1,threats and solutions,2
781,cbcl,1,medication adherence,2
782,development,1,self-management,2
783,kindergarten,1,television audience measurement,2
784,language,1,audio matching,2
785,smart kids,1,spectral coherence,2
786,wrist watch,1,augmented reality,2
787,domotics,1,hybrid contents,2
788,extensible markup language (xml),1,zone-aware service system,2
789,cognitive deficiency,1,smart home service,2
790,reminder,1,context-aware service,2
791,autonomy,1,605 myopia,2
792,ethics,1,676 refraction,2
