链接,作者关键字
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249019721&doi=10.1115%2fBioMed2007-38070&partnerID=40&md5=5f00de03429f6d6aaf4916f0e4455c51",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548569192&doi=10.1088%2f2058-7058%2f20%2f9%2f32&partnerID=40&md5=feb51037bfb2a97ab5cf853f81f00735",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748529598&doi=10.1117%2f1.2197521&partnerID=40&md5=5dfdc17df7930c7150dc143bbe044aaa",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247273091&partnerID=40&md5=5c6b827ed50ae5ec22f461f0f8c8b8d2",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035384259&doi=10.1109%2fMSPEC.2001.925279&partnerID=40&md5=f16f68ff8639b8c08f5e13d6c49e7a54",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035369682&doi=10.1063%2f1.1387591&partnerID=40&md5=f734788d035dee50c098002dcaa8335b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892450156&doi=10.1002%2felps.201470024&partnerID=40&md5=0c920c09d2468e6c2e59094ed5808819",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957534439&doi=10.1038%2fnchem.1060&partnerID=40&md5=20ef23b0bb783c6d24d796ecec9a8d9d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045119558&doi=10.1142%2f9789813229365_0006&partnerID=40&md5=7ef327e012edc1b767e80d049b3bd287",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934286790&partnerID=40&md5=c5974aa84dfbc211d82f9ee883dbb480",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876402961&doi=10.1089%2fgen.32.20.06&partnerID=40&md5=2c283927b0e77552a9b480dbd9b6c9ca",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867339743&doi=10.1039%2fc2sm90116a&partnerID=40&md5=ac24b287c33fba4b561aaaee2a5951b6",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862672226&doi=10.1007%2fs11426-012-4558-1&partnerID=40&md5=c3d9915ea3ec075eb58ed62f0b0db515",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849165002&doi=10.1038%2fnphys1213&partnerID=40&md5=e91efe8c628e4f0143c49da6d3425487",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845754004&partnerID=40&md5=b394fd026053221fcb99336b74555cf7",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038579184&doi=10.1021%2facs.analchem.7b01333&partnerID=40&md5=29275389c45c39bafd5789db18611fc3",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887168313&doi=10.1002%2f9781118561799.ch12&partnerID=40&md5=251f8c72d00401a27b10c375490a8ac5","Drop microfluidics; Hydrodynamic flow; Microfluidics; Nanovolume; Two-phase flows"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886221183&doi=10.1002%2f9780470622636.ch1&partnerID=40&md5=bd95e69599bab6d761a15712e19e1452","Fabrication techniques and applications; Microfluidics device fundamentals; Microfluidics, multidisciplinary platform -advancing frontiers in science and engineering"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058116791&doi=10.1021%2facs.analchem.8b05007&partnerID=40&md5=e57f6150c9e3a4ab3f0a741e181edf4d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049249027&doi=10.1007%2fs41745-018-0078-0&partnerID=40&md5=1bf9bb708ddda4918ab33b7dc929530c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013249158&doi=10.1038%2flaban.1209&partnerID=40&md5=4b680c5e92ad71a3f8ed010b1b52d533",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052089681&partnerID=40&md5=27e597e17fcad9e00c9fd3aad18d1e0d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014137802&partnerID=40&md5=23ec2fc7eb5d086b67b5ff422c8edf68",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964931552&partnerID=40&md5=0191f6d263b73a5de9eb5574461b9014",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019503694&doi=10.1364%2fAPOS.2016.W3A.1&partnerID=40&md5=43caef75ab108dc1128ed18e0021164a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019522075&partnerID=40&md5=7a444beb73765b03785a5d73fb091556",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019504257&partnerID=40&md5=4a36412bba1234b270a1a7b99cabe719",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960884359&doi=10.1186%2f1755-8166-7-S1-I55&partnerID=40&md5=f95faed3590760f743c83fe18af96b80",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989870776&doi=10.1149%2f2.025402jes&partnerID=40&md5=31664f844dd789f99d9755fb7077b0ed",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887978812&doi=10.1089%2fgen.33.20.07&partnerID=40&md5=e47c5c69b4526947b0a99046f62eb8ff",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876216845&doi=10.1115%2f1.4023502&partnerID=40&md5=2c295dd5dad99f6bef305920d85846a0",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863216319&doi=10.1063%2f1.4707391&partnerID=40&md5=4fe7c2eb7a87c327f97b0e459ead47dc",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026006815&doi=10.1515%2fbmt-2012-4360&partnerID=40&md5=db32b1944cd30a2ca14a04ec1580b6db",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929518489&doi=10.1515%2fbmt-2012-4325&partnerID=40&md5=84061c63e80136318f6dfd61d5d930a5",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883790447&partnerID=40&md5=4d5fc912bbc886e7960aaeda3381a91b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895385694&partnerID=40&md5=8f47c0f36d990ddcbe19eddd8b82caaa",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953679585&doi=10.1038%2fnphys1977&partnerID=40&md5=c851d0f7b368bec3bbf4eb5afbfa05c6",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952252554&partnerID=40&md5=39fa258b5927c1c5dbaea21df1c9e3ee","Automation; Informatics; Microfluidics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952273720&partnerID=40&md5=bb12be438bc33de252298f3f23e283a4","Eksigent; Microfluidics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549086153&partnerID=40&md5=ea0481acd59c3b29359dac6e30dabdb5",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979726555&partnerID=40&md5=39237709bd65d00a98ab79b44125b9c0",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871261731&doi=10.5104%2fjiep.12.163&partnerID=40&md5=9afcf727f1616806861d133640a467e9",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952306072&partnerID=40&md5=19eabd54ec53583dad3a0eb0279184d3",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952288251&partnerID=40&md5=20eeb9b3568b87955c4cf02683bc04fd",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249107567&partnerID=40&md5=29fbcf3ade69b9edc45e8f072e56055a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984776738&doi=10.1038%2f452421a&partnerID=40&md5=63bdf1f5bde575ce42429091f2f3b105",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67149115516&doi=10.1016%2fS0166-526X%2808%2900602-8&partnerID=40&md5=504a601650f92576f3e43c34f0947590",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958460160&partnerID=40&md5=6baffcb78d69c25620b3c9ee7f0374ec",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44249117874&doi=10.1115%2fIMECE2007-41102&partnerID=40&md5=7a5bf695677946e9919a9dcc5bb32f4a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953025850&partnerID=40&md5=f2842a51bf93394c7e143ff051150580",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749241312&doi=10.1063%2f1.2336800&partnerID=40&md5=2a688f5a940cb6e3a7acd79cbf918d08",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911944105&partnerID=40&md5=2f50a3cdc84ed0e57066dbfd42aee2db",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31544470887&partnerID=40&md5=626f8bbe8afc2c7026ed07721833d2cc",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036748341&partnerID=40&md5=c6d7f8dac30566fe166b82596c9e3f8c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026470809&doi=10.1038%2fnmeth.4384&partnerID=40&md5=13e19ad92d20cb8c76fd31781f286e56",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021623635&doi=10.2533%2fchimia.2017.385&partnerID=40&md5=ab147a50411ba2d1bba14907aeedd17f","Immunoassays; Microfluidics; Point-of-care diagnostics; Smartphone"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051921843&partnerID=40&md5=ac963652e87d34a25792b8a5f4898385",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957874970&doi=10.1002%2felps.201670034&partnerID=40&md5=4110ba370637c5124b5f9e44ea0412cb",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014158550&partnerID=40&md5=c2eceb516182d89e3f8756656c1cfc36","Micro-unit-operation; Microfluidics; Nanofluidics; Thermal-lens-microscope"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81555214622&doi=10.1002%2felps.201190104&partnerID=40&md5=482ef94d111f56e6d9d55a40c6ebd412",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029084223&partnerID=40&md5=1a5d8f191fb5ce35e2a3bdb391588782",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886341944&doi=10.1002%2f9783527632756.ch8&partnerID=40&md5=0b76680ed111f2d75dd986d3fe7e1014","Electrokinetics; Lab-on-a-chip; Microchannels; Microfluidics; SERS; Trace analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349623465&doi=10.1007%2fs00216-009-3002-7&partnerID=40&md5=c06461c2ee56bfda731d1b311e89e3cc",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80355138137&doi=10.3791%2f323&partnerID=40&md5=009cb85f822a2c21cc245868e80c3464","Bioengineering; Cellular biology; Diagnostics; Issue 8; Microfluidics; Translational research"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80355127355&doi=10.3791%2f204&partnerID=40&md5=251303bbced2b8777a8b8d1ead4c3dfb","Chemotaxis; Issue 4; Microbial community; Microbiology; Microfluidics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60549100956&partnerID=40&md5=085349875f18260d61a5e6c693c060d4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886155656&doi=10.1002%2f9780470622636.ch2&partnerID=40&md5=c3e6e4da48c1311640a92b4ae6c0e3af","Reconfigurable microfluidics with lithographically patterned containers; Spatiotemporally controlled chemistry; Spatiotemporally controlled nanoliter-scale reconfigurable microfluidics and chemical reactions"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056535820&doi=10.1007%2fs00216-018-1366-2&partnerID=40&md5=5f8f13217b3d0de8409590ef174dd5cb",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055621818&doi=10.1039%2fc8ay90122h&partnerID=40&md5=2dfd232293fec4afa83d762743da3b3c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054320560&doi=10.1038%2fnrd.2018.161&partnerID=40&md5=128b8ab43e468318325430c5c46c0f02",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046456870&doi=10.1021%2facs.analchem.8b00399&partnerID=40&md5=c08b9e24ed4094168d52c1d39de7bbd2",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050445708&doi=10.1002%2f9781119065036.ch3&partnerID=40&md5=eb4fadc2ee95e5fb690ebc6981a812c9",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030553119&partnerID=40&md5=7afb727fef6325890c85a45cf58be83c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009827086&doi=10.1002%2fmacp.201600564&partnerID=40&md5=3720f06a43cc305316b5c1c0a1a90de5",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039922624&partnerID=40&md5=292887824bbb4d533c1a1e4c613d9733",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048691467&partnerID=40&md5=888d184e2664c50614517cd955f2862a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991198708&doi=10.1515%2fgps-2016-0131&partnerID=40&md5=71bfeedc37fab60d0bb3810e1e0cb39e",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994055990&doi=10.1016%2fj.cocis.2016.09.012&partnerID=40&md5=5260ec206168306645486b2786c9513e",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049417743&doi=10.1039%2fc5an90056e&partnerID=40&md5=cbd0c9e8f8d88b794e17f6680b13fe92",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970046110&partnerID=40&md5=176b607aadd5d79aa66fb132603279c9",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925489559&doi=10.1007%2fs00542-015-2427-5&partnerID=40&md5=ce599f560b39c45fc49481d1db1d8045",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908149563&doi=10.1016%2fj.bej.2014.09.008&partnerID=40&md5=a828f9b15a830b47785032539f47b5d0",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897420184&doi=10.1080%2f08916152.2014.898546&partnerID=40&md5=5b123e793d2465dd5b00dfe44cd27bb4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904752369&doi=10.1007%2fs10404-014-1437-4&partnerID=40&md5=52fe2c3c0ee522ece0787a0d6f0143ea",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988600700&doi=10.1142%2f9781783266852_0029&partnerID=40&md5=7121b4ae575b9dfbe2632e84309c402f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942580479&partnerID=40&md5=d6ec11a5b071ed136209ea841cb2086d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016376100&doi=10.1002%2f9783527652891.ch2&partnerID=40&md5=8de9704767056a45b3a0d93685f791af",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874701262&doi=10.1063%2f1.4790815&partnerID=40&md5=138a130a1675b137169ee9af844ff757",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025304583&doi=10.1515%2fgps-2013-0011&partnerID=40&md5=e771e7cece84e5f3884780fbf0294897",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874921861&partnerID=40&md5=56c5503505eed78b1904fcc730afa353",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902039098&doi=10.1016%2fB978-1-4377-3459-1.00003-X&partnerID=40&md5=e633614251d8f019927f5c75eba19e1f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865467619&partnerID=40&md5=1b4938914b37a3732ea187940585b88e","Diagnostics; Low-cost; Microfluidics; Paper"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861795602&doi=10.1016%2fj.biosystems.2012.05.008&partnerID=40&md5=283fee7953c3b9b1fe8a60384a7780a3",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857358234&doi=10.1007%2fs00542-011-1392-x&partnerID=40&md5=003bef1d1270d50b9d7dabf24f1f3728",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974715401&doi=10.1142%2f9789814405522_0009&partnerID=40&md5=d64cae24417f281ebbf277624bdf93ed",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881259946&doi=10.1115%2fSBC2011-53943&partnerID=40&md5=e5cea4aec63af65896022dd9078afcf8",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255183280&partnerID=40&md5=4e8b8f607141346825ed24fd6b5fde0f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887007695&partnerID=40&md5=4dff1809bd34c83f142cc92b2bccb39a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886133819&doi=10.1002%2f9783527639748&partnerID=40&md5=e78ed1219c8c2b4c95a352fda1e2134f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855500265&partnerID=40&md5=dca9434b71669b96bec25d9b0a532824","Glycan analysis; Microfluidics; Protein expression"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955679343&doi=10.3934%2fdcdsb.2011.15.4i&partnerID=40&md5=961ee7f28805aa6bb0b9ad1d16c91fdf",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955578868&doi=10.1038%2fnphoton.2011.61&partnerID=40&md5=2222a71019292ee61f7aa4cb0483bcb0",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054798885&partnerID=40&md5=401198a8f23721d1323e29d9c9469232",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751504985&doi=10.1089%2fgen.31.02.07&partnerID=40&md5=e56a43688517a7d48e1e2e2870bc3b45","Automation; Cell culture; Liquid handling; Microfluidics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956301698&doi=10.1007%2f978-3-642-13523-1_24&partnerID=40&md5=1ca8afdbd035f477f6660b344158d385",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049451846&partnerID=40&md5=6253c4a32eb238748d6f47e08a2498c3",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951675519&partnerID=40&md5=d9562c3b7f0bcde68babaa1ce7fde7d1",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952652336&partnerID=40&md5=3cf2e8a90b5db55ab92f1b653c31330e",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450002914&partnerID=40&md5=92ef83e0f93887db5d060ce4abd5640f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649810192&partnerID=40&md5=9689822cba17ebf34a0f21f3280331a4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64249148458&doi=10.1007%2fs00502-009-0616-6&partnerID=40&md5=64e4125c161f1c557ee27809af63d2b5",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49049118834&doi=10.1007%2fs00216-008-2210-x&partnerID=40&md5=4f914a2065f5ec1b2aa8f641df0e5e14",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249114878&doi=10.1002%2fciuz.200890031&partnerID=40&md5=24c181fc22f3be67fe159d968e5b43c6",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149166134&partnerID=40&md5=3300844f3a4f0a0eb8e179bcf5eb87e9",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40449124811&partnerID=40&md5=2c3cfdea8a0fffb14e8f6e230b4df01d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748957805&doi=10.1063%2f1.2356466&partnerID=40&md5=0fb4e0936742b9fc0f56ef6ccbd7797b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144439181&partnerID=40&md5=b0d30666719534037a978d500ed00a68",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956733688&doi=10.1016%2fS1573-4285%2804%2980023-1&partnerID=40&md5=5d45c5303fdb6b061d1ebaa67456474b",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250028745&partnerID=40&md5=88579a296f28c50d6ea71429d5795446",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342581329&doi=10.1103%2fPhysRevLett.92.139401&partnerID=40&md5=b495132b7fd8fa07da5265749a7e5e99",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13544253332&doi=10.1109%2fJPROC.2003.820530&partnerID=40&md5=62a24a13b095c6238677b6349d43fad5",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-10844246423&partnerID=40&md5=00d5c4e4ed1576b087d9bf1e4e799325",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842584553&partnerID=40&md5=9075ff4579007051b0b0af8e58525655",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975268149&partnerID=40&md5=7635c44ddc5b9970e3244ebfe458785d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922824357&doi=10.1002%2felps.201570034&partnerID=40&md5=00969dba1326f23d2b56f4a3e1f3a89a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893634296&partnerID=40&md5=3c2ba8ba7f8bec719e5e23ace39d0a02","Drug delivery; High-speed imaging; Microbubbles; Microfluidics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955526512&doi=10.1088%2f0953-8984%2f23%2f18%2f180301&partnerID=40&md5=fd6b5c6a858635a89b224da9f9292ce4",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912057388&partnerID=40&md5=9d19c48d2e426badfe270c3f1b079e4c","Drug delivery; High-speed imaging; Microbubbles; Microfluidics"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952633579&doi=10.1016%2fj.jala.2010.03.002&partnerID=40&md5=b3c2ad5aa6f52131dce8b4b0c6c35772",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45749091806&doi=10.1002%2f0470007745.ch11&partnerID=40&md5=e9a8ecfd7c8301fdaef32886a6cea04e","Microfabricated device application in proteome treatment; Microfluidics-based proteome analysis; On-chip micropumps in sample manipulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-16644362240&partnerID=40&md5=fca8b9fc26a728973fdfac05a4605b9d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957562073&partnerID=40&md5=c54e9487c0fc074e6b549b4f43bd3cfb",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862218500&doi=10.1039%2fc2lc90054h&partnerID=40&md5=aa497ba98e161a465758a643c00e2e8d",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041488517&doi=10.1002%2felps.201870028&partnerID=40&md5=5a4b5ce1d0fb8e756a13cad089f51f67",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040194903&doi=10.1021%2facs.analchem.7b04519&partnerID=40&md5=02fe66c83f642d6f65fb663c087e3d44",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009288516&doi=10.1002%2felps.201770014&partnerID=40&md5=d2c7ae39bf7c4214200841733280b605",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984943378&doi=10.1002%2fsmll.201670163&partnerID=40&md5=1161e8580b1045f397e93dd434377758","blood; gels; liquid filling; microfluidics; vacuum"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984940140&doi=10.1002%2fsmll.201670167&partnerID=40&md5=9ab443cf7925420980ce2ec93a305b98","controlled synthesis; droplet microfluidics; magnetic flow cytometry; magnetic sorting; suspension array technology"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982226203&doi=10.1002%2fsmll.201670159&partnerID=40&md5=4cd799acb8404f8d8f7e7f7c4bd5e4b3","dielectrophoresis; microfluidics; physiological buffers; single-stream focusing; tunable"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875763032&doi=10.1039%2fc3lc90031b&partnerID=40&md5=c83601f93ec932715203f614a85d081c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952353755&doi=10.1109%2fPGC.2010.5706030&partnerID=40&md5=5c5af0d3a583b7c6f740cce22e85cbaf",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886166452&doi=10.1002%2f9780470622551.ch1&partnerID=40&md5=79bec8e686bcdbf2ec0fc66aa07a813b","Microfluidics for nanoneuroscience - novel micro- or nanoscaled carriers in drug delivery; Neurophysiology experiments using microfluidic chips; Neuroscience applications - designs and devices"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950646774&doi=10.3357%2fASEM.2744.2010&partnerID=40&md5=3017dda95d26f7384cb37de0ea14082c",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455262792&doi=10.1002%2f9783527629640.ch9&partnerID=40&md5=e5b74a3e3d6673c346ffc3b1c7f0a516","Computer generated hologram; Droplet microfluidics; Electrophoretic separation; Enzymatic assay; Optical tweezers; Single molecule detection; T-junction; Thermoelectric cooler; Vortex trap"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955220330&doi=10.1038%2fnnano.2010.113&partnerID=40&md5=6085c7a04ac22727a22fd8afc478efa3",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70849111293&doi=10.1002%2felps.200990094&partnerID=40&md5=72fc5862a7bc6d6188743eee8e7b78f2",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69549126224&doi=10.1038%2fnmeth0909-683&partnerID=40&md5=fdeb20437c9e70ac9c00e89948e07e68",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449212185&doi=10.1038%2fnmeth0309-194&partnerID=40&md5=b50c4f8e5ff8821db6039d1485f14029",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69549138236&doi=10.1039%2fb911553f&partnerID=40&md5=11b63d68af1372d7b5c59a5b13fd6e8f",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651165526&doi=10.1038%2fnmeth1108-922&partnerID=40&md5=36735fca29a8f442ae9c8af18344fc45",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249118041&doi=10.1038%2fnm0508-474&partnerID=40&md5=0906257b69a7808cbf92ddcb5ceef59a",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849044584&partnerID=40&md5=0dc6822fbaeba460706af54c89e085b8",
