,Keyword_1,frequency,Keyword_2,degreee
235,ubiquitous computing,1,total phosphorus,3
236,context-aware,1,credibility,3
237,context reasoning,1,ranking,3
238,access grid,1,dynamic information,3
239,heterogeneous,1,dependable computing,3
240,scheduling algorithm,1,failure detection,3
241,distributed data mining,1,data mining,3
242,grid services,1,distributed processing,3
243,finite element method,1,loosely coupled,3
244,idle resource,1,distributed parallel computing,3
245,grid portal,1,scilab,3
246,undergraduate education,1,distributed databases,3
247,networking,1,access methods,3
248,south affican karoo,1,architectures,3
249,erosion history,1,computational steering,3
250,extreme,1,computational,3
251,grid simulation,1,high performance cluster,3
252,differentiated network service,1,service oriented,3
253,fault tolerant computing,1,education,3
254,task,1,sun grid engine,3
255,synergy,1,spatial data grid,3
256,peer-to-peer computing,1,future behaviour,3
257,grid gis,1,high-performance computing,3
258,distributed cooperative computing,1,advanced distributed simulation,3
259,system-on-chip,1,information service,3
260,embedded system,1,gisg,3
261,dual os,1,service-oriented grid computing,3
262,scratch pad,1,digital money,3
263,qos metrics,1,grid bank,3
264,qos parameters,1,integrated agricultural systems models,2
265,grid performance,1,crop models,2
266,flexible grid client,1,economic models,2
267,thin-client computing,1,reasons and need of grid computing,2
268,fat-client,1,comparative visions,2
269,distributed applications,1,psgrid,2
270,internet applications,1,rsa-grid,2
271,chironomids,1,smart grid,2
272,chlorophyll alpha,1,smart grid and cloud computing,2
273,eutrophication,1,grid applications and challenges,2
274,total phosphorus,1,framework,2
275,credibility,1,parallel processing,2
276,ranking,1,definition,2
277,dynamic information,1,green it,2
278,dependable computing,1,solar cell,2
279,failure detection,1,collaborative community,2
280,data mining,1,resource sharing,2
281,distributed processing,1,architecture,2
282,loosely coupled,1,economic model,2
283,wireless grid,1,dynamic environment,2
284,small signal stability,1,global arrays toolkit,2
285,monte carlo simulation,1,multi-level parallelism,2
286,power system reliability and security analysis,1,multi-grid,2
287,distributed parallel computing,1,d-grid,2
288,scilab,1,context-constrained authorisation,2
289,virtual reality system,1,infiniband,2
290,grid computing architecture,1,grid architecture,2
291,client-server,1,programming method,2
292,distributed databases,1,virtual machines,2
293,access methods,1,workflow,2
294,architectures,1,access control,2
295,computational steering,1,security requirements engineering,2
296,computational,1,distributed computing environment,2
297,power system restoration,1,corba,2
298,prototype,1,economics of grid computing,2
299,high performance cluster,1,cost estimation,2
300,service oriented,1,pki (public key installation),2
301,education,1,ca (certification,2
302,sun grid engine,1,middleware services,2
303,spatial data grid,1,grid business models,2
304,workflow engine,1,business grids,2
305,power system,1,grid enabled application,2
306,higher education,1,grid simulation,2
307,cluster and grid technology,1,differentiated network service,2
308,computing curricula,1,distributed applications,2
309,future behaviour,1,internet applications,2
310,job submission,1,wireless grid,2
311,video conversion,1,small signal stability,2
312,3d,1,monte carlo simulation,2
313,simulation analysis,1,virtual reality system,2
314,object grids,1,grid computing architecture,2
315,clusters,1,client-server,2
316,mobile grids,1,power system restoration,2
317,high-performance computing,1,prototype,2
318,power systems,1,workflow engine,2
319,computer science,1,power system,2
320,power flow,1,higher education,2
321,internet,1,cluster and grid technology,2
322,software service,1,computing curricula,2
323,sbg,1,simulation analysis,2
324,msc,1,power systems,2
325,ogsi,1,computer science,2
326,advanced distributed simulation,1,power flow,2
327,security abstract,1,security abstract,2
328,grid security protocols,1,grid security protocols,2
329,information service,1,attribute,2
330,gisg,1,cluster computing,2
331,attribute,1,grid node,2
332,cluster computing,1,distribute computing,2
333,grid node,1,grid system,2
334,distribute computing,1,grid programming model,2
335,service-oriented grid computing,1,grid security infrastructure,2
336,digital money,1,"climate change impacts, adaptation, and vulnerabilities (via)",1
337,grid bank,1,parallel,1
338,visualization,1,grid domain,1
339,single sign-on,1,user interface,1
340,web,1,resource allocation,1
341,grid system,1,attribute-based access control (abac),1
342,grid programming model,1,attribute-based multipolicy,1
343,grid security infrastructure,1,power system reliability and security analysis,1
